Date,VVC-Price,VVC-RT,% Buys,% Sells,BS Ratio,CG-Price,CG-RT,CG-BSR,MTI,Trend
5/11/07,30.518,1.03,27.6,17.0,1.62,Y,Y,Y,1.31,DnUp
5/14/07,30.395,1.02,25.0,16.0,1.56,R,Y,Y,1.28,DnUp
5/15/07,30.259,1.0,23.2,18.1,1.28,R,Y,Y,1.19,DnUp
5/16/07,30.391,1.01,24.9,18.3,1.36,Y,Y,Y,1.18,DnUp
5/17/07,30.33,1.0,24.3,19.6,1.24,Y,Y,Y,1.14,UpUp
5/18/07,30.486,1.02,26.7,19.0,1.4,Y,Y,Y,1.17,DnUp
5/21/07,30.637,1.04,28.5,15.2,1.88,Y,G,G,1.29,UpUp
5/22/07,30.713,1.05,29.7,14.8,2.01,Y,G,G,1.37,UpUp
5/23/07,30.661,1.04,28.9,15.3,1.89,Y,Y,Y,1.38,UpUp
5/24/07,30.294,1.01,23.4,17.4,1.35,R,Y,Y,1.23,DnUp
5/25/07,30.483,1.03,26.2,16.5,1.59,Y,G,G,1.22,DnUp
5/29/07,30.62,1.03,25.9,14.8,1.75,Y,Y,Y,1.26,DnUp
5/30/07,30.776,1.04,28.1,15.0,1.88,G,Y,Y,1.33,UpUp
5/31/07,30.894,1.05,29.7,14.3,2.07,Y,G,G,1.4,UpUp
6/1/07,31.068,1.06,31.9,14.4,2.21,G,G,G,1.46,UpUp
6/4/07,31.146,1.05,29.5,13.5,2.18,G,Y,Y,1.5,UpUp
6/5/07,30.99,1.04,27.2,14.1,1.93,Y,Y,Y,1.47,UpUp
6/6/07,30.734,1.02,23.0,14.9,1.54,Y,Y,Y,1.34,DnUp
6/7/07,30.247,0.98,16.7,17.8,0.94,R,R,R,1.11,DnUp
6/8/07,30.479,1.0,19.3,16.4,1.17,Y,Y,Y,1.06,DnUp
6/11/07,30.517,0.99,19.1,15.2,1.26,Y,R,Y,1.05,DnUp
6/12/07,30.217,0.96,15.5,17.8,0.87,R,R,R,0.95,DnDn
6/13/07,30.518,0.99,19.6,17.0,1.16,Y,Y,Y,0.98,DnDn
6/14/07,30.688,1.0,21.8,16.6,1.32,Y,Y,G,1.05,UpUp
6/15/07,30.937,1.02,25.3,16.1,1.57,G,G,G,1.16,UpUp
6/18/07,30.911,1.01,22.5,14.8,1.52,Y,Y,Y,1.2,UpUp
6/19/07,30.972,1.01,23.2,14.8,1.56,Y,Y,G,1.24,UpUp
6/20/07,30.677,0.99,20.2,16.3,1.24,Y,Y,Y,1.15,UpUp
6/21/07,30.788,1.0,21.6,16.7,1.3,G,Y,Y,1.14,UpUp
6/22/07,30.553,0.99,19.7,18.5,1.07,Y,R,Y,1.06,DnUp
6/25/07,30.366,0.97,15.9,18.0,0.88,R,R,R,0.97,DnDn
6/26/07,30.25,0.96,15.2,19.6,0.78,R,R,R,0.9,DnDn
6/27/07,30.501,0.98,18.1,18.1,1.0,Y,Y,Y,0.93,DnDn
6/28/07,30.558,0.98,18.8,17.9,1.05,Y,Y,Y,0.96,DnDn
6/29/07,30.555,0.99,19.1,18.2,1.05,Y,Y,Y,0.97,UpDn
7/2/07,30.878,1.0,20.7,15.3,1.35,Y,Y,G,1.08,UpUp
7/3/07,30.978,1.01,21.5,15.6,1.38,Y,G,G,1.15,UpUp
7/5/07,31.04,1.01,22.3,15.8,1.41,G,Y,G,1.2,UpUp
7/6/07,31.183,1.02,23.7,15.5,1.53,G,G,G,1.27,UpUp
7/9/07,31.254,1.01,22.2,14.6,1.53,G,Y,Y,1.31,UpUp
7/10/07,30.867,0.99,18.7,17.4,1.08,R,R,Y,1.18,DnUp
7/11/07,30.966,0.99,20.3,17.8,1.14,Y,Y,Y,1.14,DnUp
7/12/07,31.382,1.02,24.4,16.3,1.49,G,G,G,1.25,UpUp
7/13/07,31.44,1.02,25.2,16.7,1.51,G,Y,Y,1.32,UpUp
7/16/07,31.285,1.0,21.7,15.5,1.4,Y,Y,Y,1.3,UpUp
7/17/07,31.279,1.0,22.1,16.4,1.34,Y,Y,Y,1.28,UpUp
7/18/07,31.197,0.99,21.3,17.4,1.22,Y,Y,Y,1.23,UpUp
7/19/07,31.357,1.01,23.3,17.4,1.34,Y,Y,Y,1.25,DnUp
7/20/07,31.027,0.99,20.4,20.3,1.01,Y,R,Y,1.15,DnUp
7/23/07,31.063,0.99,19.7,18.5,1.06,Y,Y,Y,1.1,DnUp
7/24/07,30.45,0.94,13.8,24.1,0.57,R,R,R,0.92,DnDn
7/25/07,30.427,0.94,14.0,25.5,0.55,R,Y,R,0.83,DnDn
7/26/07,29.755,0.88,8.9,33.1,0.27,R,R,R,0.7,C/Dn
7/27/07,29.382,0.87,7.6,38.1,0.2,R,R,R,0.62,DnDn
7/30/07,29.621,0.91,9.1,32.0,0.29,Y,Y,Y,0.6,DnDn
7/31/07,29.452,0.91,9.0,32.0,0.28,R,Y,R,0.59,DnDn
8/1/07,29.403,0.9,9.1,34.5,0.26,R,R,R,0.57,DnDn
8/2/07,29.564,0.91,10.5,33.6,0.31,Y,Y,Y,0.58,DnDn
8/3/07,28.9,0.86,7.9,42.1,0.19,R,R,R,0.54,DnDn
8/6/07,29.129,0.88,7.9,39.6,0.2,Y,Y,Y,0.54,DnDn
8/7/07,29.32,0.9,9.3,37.7,0.25,Y,Y,Y,0.56,DnDn
8/8/07,29.746,0.94,13.0,33.4,0.39,Y,Y,Y,0.61,UpDn
8/9/07,29.144,0.9,10.6,38.6,0.27,R,R,R,0.59,DnDn
8/10/07,29.09,0.9,9.5,39.3,0.24,Y,Y,Y,0.58,UpDn
8/13/07,29.111,0.89,7.3,36.8,0.2,Y,Y,Y,0.59,DnDn
8/14/07,28.606,0.85,5.5,44.3,0.12,R,R,R,0.56,DnDn
8/15/07,28.139,0.81,4.3,52.0,0.08,R,R,R,0.55,DnDn
8/16/07,28.091,0.81,5.6,54.8,0.1,R,Y,Y,0.54,DnDn
8/17/07,28.707,0.86,7.7,46.1,0.17,Y,Y,Y,0.58,DnDn
8/20/07,28.805,0.88,7.4,40.2,0.18,Y,Y,Y,0.61,DnDn
8/21/07,28.863,0.89,7.9,39.2,0.2,Y,Y,Y,0.63,UpDn
8/22/07,29.245,0.92,9.9,34.8,0.28,Y,Y,Y,0.69,UpDn
8/23/07,29.165,0.92,8.6,35.1,0.25,Y,Y,Y,0.7,UpDn
8/24/07,29.505,0.94,11.2,32.8,0.34,G,Y,Y,0.79,UpDn
8/27/07,29.299,0.92,8.9,31.7,0.28,Y,Y,Y,0.79,UpDn
8/28/07,28.68,0.88,5.8,38.4,0.15,R,R,R,0.71,DnDn
8/29/07,29.196,0.92,9.0,32.9,0.27,Y,Y,Y,0.77,DnDn
8/30/07,29.12,0.91,8.9,34.2,0.26,R,R,Y,0.78,DnDn
8/31/07,29.481,0.95,11.1,30.8,0.36,Y,Y,Y,0.89,DnDn
9/4/07,29.767,0.97,12.8,26.4,0.49,Y,Y,Y,1.02,UpUp
9/5/07,29.495,0.94,10.6,29.3,0.36,Y,Y,Y,1.01,UpUp
9/6/07,29.627,0.95,12.2,28.9,0.42,Y,Y,Y,1.05,UpUp
9/7/07,29.197,0.93,9.9,32.9,0.3,R,R,R,0.95,DnDn
9/10/07,29.058,0.92,9.3,32.9,0.28,R,R,R,0.87,DnDn
9/11/07,29.387,0.95,12.4,30.7,0.4,Y,Y,Y,0.91,DnDn
9/12/07,29.362,0.94,12.1,32.0,0.38,R,Y,Y,0.92,DnDn
9/13/07,29.477,0.95,12.8,31.5,0.41,Y,Y,Y,0.96,DnDn
9/14/07,29.514,0.95,13.6,31.4,0.43,Y,Y,Y,0.99,UpDn
9/17/07,29.3,0.93,11.0,30.5,0.36,Y,Y,Y,0.95,UpDn
9/18/07,30.068,0.99,19.6,25.1,0.78,G,Y,Y,1.14,UpUp
9/19/07,30.321,1.01,23.9,23.9,1.0,Y,G,Y,1.26,UpUp
9/20/07,30.195,1.0,21.8,25.1,0.87,Y,Y,Y,1.3,UpUp
9/21/07,30.311,1.01,23.4,24.9,0.94,G,G,Y,1.34,UpUp
9/24/07,30.207,0.99,19.3,23.6,0.82,Y,Y,Y,1.33,UpUp
9/25/07,30.144,0.98,18.7,25.0,0.75,Y,R,R,1.29,UpUp
9/26/07,30.291,0.99,21.5,24.4,0.88,Y,Y,Y,1.31,DnUp
9/27/07,30.482,1.01,24.2,23.3,1.03,G,G,G,1.35,C/Up
9/28/07,30.391,1.01,22.8,23.4,0.97,Y,Y,Y,1.35,UpUp
10/1/07,30.816,1.04,29.5,19.2,1.54,G,G,G,1.43,UpUp
10/2/07,30.895,1.05,31.1,19.2,1.62,G,G,G,1.49,UpUp
10/3/07,30.705,1.04,29.0,19.5,1.48,Y,Y,Y,1.49,UpUp
10/4/07,30.778,1.05,30.7,19.4,1.59,G,G,G,1.51,UpUp
10/5/07,31.18,1.08,35.6,18.1,1.96,G,G,G,1.58,UpUp
10/8/07,31.078,1.06,34.4,15.3,2.25,Y,Y,G,1.6,UpUp
10/9/07,31.31,1.08,36.3,15.4,2.36,G,G,G,1.62,UpUp
10/10/07,31.33,1.08,35.8,15.9,2.25,G,Y,Y,1.63,UpUp
10/11/07,31.174,1.06,33.0,16.9,1.95,Y,Y,Y,1.62,UpUp
10/12/07,31.356,1.07,34.1,16.7,2.05,G,Y,G,1.63,UpUp
10/15/07,31.118,1.06,31.1,15.4,2.02,Y,Y,Y,1.6,UpUp
10/16/07,30.893,1.04,27.6,16.6,1.66,Y,Y,Y,1.48,DnUp
10/17/07,30.995,1.05,28.5,17.2,1.66,Y,Y,Y,1.43,DnUp
10/18/07,31.025,1.05,28.7,18.6,1.54,Y,Y,Y,1.39,DnUp
10/19/07,30.317,0.99,20.6,22.3,0.92,Y,R,R,1.15,DnUp
10/22/07,30.412,1.03,22.2,18.1,1.22,Y,Y,Y,1.09,DnUp
10/23/07,30.714,1.05,25.8,18.4,1.4,Y,G,Y,1.13,DnUp
10/24/07,30.587,1.03,24.2,19.4,1.25,R,Y,Y,1.1,DnUp
10/25/07,30.568,1.03,24.3,21.0,1.16,R,Y,Y,1.06,DnUp
10/26/07,30.945,1.05,28.2,19.7,1.43,G,G,G,1.14,UpUp
10/29/07,31.098,1.05,26.9,18.4,1.46,G,Y,G,1.2,UpUp
10/30/07,30.893,1.04,25.4,19.6,1.29,Y,Y,Y,1.16,UpUp
10/31/07,31.268,1.06,29.8,19.0,1.57,Y,G,G,1.25,UpUp
11/1/07,30.517,1.0,21.5,24.2,0.89,R,Y,R,1.07,C/Dn
11/2/07,30.566,1.0,22.4,25.4,0.88,Y,Y,R,0.98,DnDn
11/5/07,30.303,0.98,19.8,26.4,0.75,Y,R,R,0.88,DnDn
11/6/07,30.64,1.0,22.1,25.6,0.87,Y,Y,Y,0.9,DnDn
11/7/07,29.966,0.94,16.9,32.0,0.53,R,R,R,0.78,DnDn
11/8/07,29.974,0.94,16.9,32.3,0.52,Y,Y,R,0.72,DnDn
11/9/07,29.607,0.92,14.4,34.8,0.41,R,R,R,0.67,DnDn
11/12/07,29.173,0.89,9.5,35.1,0.27,R,R,R,0.61,DnDn
11/13/07,29.831,0.93,14.0,30.1,0.47,Y,Y,Y,0.64,DnDn
11/14/07,29.808,0.92,13.4,32.3,0.42,R,R,R,0.64,DnDn
11/15/07,29.45,0.89,11.2,36.0,0.31,R,R,R,0.61,DnDn
11/16/07,29.466,0.89,12.1,37.2,0.33,Y,Y,Y,0.6,DnDn
11/19/07,28.92,0.84,8.0,41.7,0.19,R,R,R,0.55,DnDn
11/20/07,29.006,0.84,8.9,43.2,0.21,Y,Y,Y,0.53,DnDn
11/21/07,28.627,0.81,7.2,47.3,0.15,R,R,R,0.52,DnDn
11/23/07,29.044,0.85,9.1,42.6,0.21,Y,Y,Y,0.55,DnDn
11/26/07,28.592,0.82,6.7,47.1,0.14,R,R,R,0.53,DnDn
11/27/07,28.82,0.83,7.5,45.4,0.16,Y,Y,Y,0.54,DnDn
11/28/07,29.518,0.89,11.7,37.8,0.31,Y,Y,Y,0.63,UpDn
11/29/07,29.505,0.89,11.4,38.2,0.3,Y,Y,Y,0.68,UpDn
11/30/07,29.661,0.91,12.6,36.1,0.35,G,Y,Y,0.76,UpDn
12/3/07,29.538,0.87,9.8,37.3,0.26,Y,Y,Y,0.77,UpDn
12/4/07,29.373,0.86,9.8,41.0,0.24,Y,Y,Y,0.74,UpDn
12/5/07,29.732,0.88,12.2,37.6,0.32,G,Y,Y,0.81,UpDn
12/6/07,30.174,0.92,15.7,33.9,0.46,G,Y,Y,0.95,UpDn
12/7/07,30.167,0.93,15.8,33.6,0.47,Y,Y,Y,1.02,UpUp
12/10/07,30.34,0.92,15.4,30.0,0.51,G,Y,Y,1.09,UpUp
12/11/07,29.672,0.87,9.7,36.0,0.27,Y,Y,Y,0.95,UpDn
12/12/07,29.804,0.87,11.6,36.3,0.32,G,Y,Y,0.91,UpDn
12/13/07,29.668,0.86,11.0,38.4,0.29,Y,R,R,0.87,DnDn
12/14/07,29.292,0.83,8.7,43.3,0.2,R,R,R,0.78,DnDn
12/17/07,28.769,0.81,6.1,45.4,0.13,Y,R,R,0.66,DnDn
12/18/07,28.982,0.82,7.5,42.9,0.17,Y,Y,Y,0.63,DnDn
12/19/07,28.987,0.82,8.2,43.4,0.19,Y,Y,Y,0.63,DnDn
12/20/07,29.143,0.84,9.9,42.1,0.23,Y,Y,Y,0.66,DnDn
12/21/07,29.581,0.87,13.6,38.1,0.36,Y,Y,Y,0.77,UpDn
12/24/07,29.817,0.89,14.7,32.8,0.45,G,Y,Y,0.88,UpDn
12/26/07,29.895,0.9,15.3,32.8,0.47,G,Y,Y,0.96,UpDn
12/27/07,29.487,0.86,11.1,36.6,0.3,Y,Y,Y,0.9,UpDn
12/28/07,29.508,0.86,11.7,37.0,0.32,Y,Y,Y,0.87,DnDn
12/31/07,29.408,0.87,11.0,33.4,0.33,Y,Y,Y,0.84,DnDn
1/2/08,29.147,0.86,9.9,36.6,0.27,Y,R,R,0.79,DnDn
1/3/08,29.08,0.86,10.9,38.9,0.28,R,Y,Y,0.75,DnDn
1/4/08,28.432,0.82,8.9,47.2,0.19,R,R,R,0.65,DnDn
1/7/08,28.395,0.84,9.1,42.4,0.22,R,Y,Y,0.61,DnDn
1/8/08,28.022,0.81,8.9,48.8,0.18,R,R,R,0.56,DnDn
1/9/08,28.174,0.81,9.8,48.0,0.2,Y,Y,Y,0.55,DnDn
1/10/08,28.38,0.84,11.0,45.1,0.24,Y,Y,Y,0.56,DnDn
1/11/08,28.025,0.82,10.1,49.8,0.2,R,Y,Y,0.54,DnDn
1/14/08,28.243,0.85,11.1,42.2,0.26,Y,Y,Y,0.55,DnDn
1/15/08,27.664,0.81,9.5,49.8,0.19,R,Y,Y,0.52,DnDn
1/16/08,27.503,0.81,9.1,50.6,0.18,R,Y,R,0.5,DnDn
1/17/08,26.921,0.77,7.2,58.0,0.12,R,R,R,0.47,DnDn
1/18/08,26.826,0.76,5.6,60.7,0.09,R,R,R,0.45,DnDn
1/22/08,26.603,0.76,5.2,60.0,0.09,R,Y,Y,0.43,DnDn
1/23/08,26.984,0.8,8.6,52.5,0.16,Y,Y,Y,0.47,DnDn
1/24/08,27.256,0.82,9.0,49.6,0.18,Y,Y,Y,0.51,UpDn
1/25/08,27.097,0.82,8.3,51.0,0.16,Y,Y,Y,0.54,UpDn
1/28/08,27.419,0.86,10.2,40.7,0.25,Y,Y,Y,0.59,UpDn
1/29/08,27.566,0.88,11.4,38.6,0.3,Y,Y,Y,0.63,UpDn
1/30/08,27.417,0.88,11.3,39.6,0.28,Y,Y,Y,0.64,UpDn
1/31/08,27.803,0.92,15.2,35.3,0.43,G,Y,Y,0.7,UpDn
2/1/08,28.196,0.95,18.9,30.8,0.61,G,Y,Y,0.85,UpDn
2/4/08,28.044,0.93,14.9,28.3,0.53,Y,Y,Y,0.89,UpDn
2/5/08,27.373,0.88,10.8,37.1,0.29,R,Y,R,0.77,DnDn
2/6/08,27.144,0.86,10.1,39.8,0.25,R,R,R,0.69,DnDn
2/7/08,27.354,0.87,11.8,38.3,0.31,Y,Y,Y,0.68,DnDn
2/8/08,27.318,0.87,11.7,39.9,0.29,Y,Y,R,0.67,DnDn
2/11/08,27.445,0.91,13.3,34.0,0.39,Y,Y,Y,0.7,DnDn
2/12/08,27.566,0.92,14.2,32.3,0.44,Y,Y,Y,0.74,UpDn
2/13/08,27.915,0.95,16.5,28.7,0.57,Y,Y,Y,0.85,UpDn
2/14/08,27.602,0.91,12.6,32.7,0.39,Y,Y,Y,0.83,UpDn
2/15/08,27.543,0.9,12.2,34.2,0.36,Y,Y,Y,0.81,UpDn
2/19/08,27.635,0.9,12.1,30.5,0.4,G,Y,Y,0.83,UpDn
2/20/08,27.811,0.92,14.1,29.5,0.48,Y,Y,Y,0.89,DnDn
2/21/08,27.522,0.89,12.0,33.2,0.36,R,R,R,0.85,DnDn
2/22/08,27.608,0.9,12.8,32.7,0.39,G,Y,Y,0.86,UpDn
2/25/08,27.978,0.93,15.5,26.6,0.58,G,Y,Y,0.97,UpDn
2/26/08,28.204,0.96,17.9,24.5,0.73,G,Y,Y,1.09,UpUp
2/27/08,28.191,0.96,17.8,25.3,0.7,Y,Y,Y,1.15,UpUp
2/28/08,28.006,0.94,16.4,27.8,0.59,Y,Y,Y,1.11,UpUp
2/29/08,27.39,0.89,12.3,33.1,0.37,Y,R,R,0.94,DnDn
3/3/08,27.344,0.9,12.4,31.4,0.39,Y,Y,Y,0.85,DnDn
3/4/08,27.058,0.88,11.5,33.4,0.34,Y,R,R,0.76,DnDn
3/5/08,27.314,0.89,12.5,33.5,0.37,Y,Y,Y,0.75,DnDn
3/6/08,26.773,0.84,10.0,40.0,0.25,R,R,R,0.66,DnDn
3/7/08,26.53,0.83,9.2,42.5,0.22,R,R,R,0.6,DnDn
3/10/08,26.046,0.81,6.9,44.0,0.16,R,R,R,0.54,DnDn
3/11/08,26.74,0.87,11.4,35.4,0.32,Y,Y,Y,0.58,DnDn
3/12/08,26.598,0.86,10.6,37.3,0.29,R,R,R,0.58,DnDn
3/13/08,26.809,0.87,12.7,35.8,0.35,Y,Y,Y,0.61,UpDn
3/14/08,26.362,0.83,10.3,41.9,0.25,R,Y,Y,0.58,DnDn
3/17/08,25.869,0.79,7.9,44.9,0.18,R,R,Y,0.52,DnDn
3/18/08,26.661,0.86,12.5,36.5,0.34,Y,Y,Y,0.58,DnDn
3/19/08,26.052,0.82,9.2,41.8,0.22,R,R,R,0.55,DnDn
3/20/08,26.424,0.85,12.3,38.3,0.32,Y,Y,Y,0.59,DnDn
3/24/08,26.896,0.91,16.3,30.0,0.54,Y,Y,Y,0.71,UpDn
3/25/08,27.162,0.94,18.9,28.0,0.68,G,Y,Y,0.85,UpDn
3/26/08,27.067,0.93,17.5,28.3,0.62,Y,Y,Y,0.89,UpDn
3/27/08,26.875,0.92,15.7,30.0,0.52,Y,Y,Y,0.87,UpDn
3/28/08,26.716,0.9,13.9,31.4,0.44,Y,Y,Y,0.82,UpDn
3/31/08,26.75,0.93,14.9,27.5,0.54,Y,Y,Y,0.82,DnDn
4/1/08,27.403,0.98,22.6,24.6,0.92,G,Y,Y,1.0,UpDn
4/2/08,27.475,0.98,24.1,24.7,0.98,G,Y,Y,1.1,UpUp
4/3/08,27.542,0.99,25.1,24.9,1.01,G,Y,G,1.17,C/Up
4/4/08,27.624,0.99,25.1,24.4,1.03,G,Y,G,1.22,UpUp
4/7/08,27.677,1.0,26.9,22.8,1.18,G,Y,G,1.28,UpUp
4/8/08,27.603,1.0,25.3,23.4,1.08,Y,Y,Y,1.27,UpUp
4/9/08,27.325,0.97,20.9,25.2,0.83,Y,R,R,1.17,DnUp
4/10/08,27.484,0.98,23.2,25.0,0.93,Y,Y,Y,1.16,DnUp
4/11/08,27.027,0.94,17.7,28.1,0.63,Y,R,R,1.03,DnUp
4/14/08,26.965,0.92,13.9,28.0,0.5,Y,R,R,0.94,DnDn
4/15/08,27.104,0.92,15.7,27.8,0.56,Y,Y,Y,0.93,DnDn
4/16/08,27.74,0.97,23.3,25.4,0.92,G,Y,Y,1.11,UpUp
4/17/08,27.65,0.96,22.4,26.0,0.86,Y,R,R,1.17,UpUp
4/18/08,28.012,0.99,27.6,24.3,1.14,G,Y,G,1.29,UpUp
4/21/08,28.002,0.97,24.0,23.3,1.03,Y,Y,Y,1.33,UpUp
4/22/08,27.702,0.94,19.7,26.3,0.75,Y,Y,Y,1.24,UpUp
4/23/08,27.754,0.94,21.6,26.5,0.82,G,Y,Y,1.2,UpUp
4/24/08,27.857,0.96,24.6,25.2,0.98,G,Y,Y,1.22,UpUp
4/25/08,28.032,0.98,26.8,24.8,1.08,G,Y,Y,1.28,UpUp
4/28/08,28.074,1.0,27.6,22.8,1.21,G,Y,G,1.32,UpUp
4/29/08,27.897,0.98,25.6,23.9,1.07,Y,Y,Y,1.27,UpUp
4/30/08,27.909,0.99,25.4,23.6,1.08,G,Y,G,1.24,UpUp
5/1/08,28.219,1.01,31.0,23.0,1.35,G,G,G,1.32,UpUp
5/2/08,28.278,1.01,31.6,23.8,1.33,G,Y,Y,1.36,UpUp
5/5/08,28.247,1.01,29.7,21.7,1.37,Y,Y,G,1.36,UpUp
5/6/08,28.449,1.02,31.6,21.7,1.46,G,G,G,1.39,UpUp
5/7/08,28.035,0.99,25.8,23.2,1.11,Y,Y,Y,1.26,UpUp
5/8/08,28.149,0.99,27.3,23.6,1.16,Y,Y,Y,1.22,DnUp
5/9/08,28.062,0.99,26.8,24.2,1.11,Y,Y,Y,1.17,DnUp
5/12/08,28.341,1.03,31.3,20.5,1.53,G,G,G,1.26,UpUp
5/13/08,28.379,1.03,31.4,20.4,1.54,Y,Y,G,1.3,DnUp
5/14/08,28.407,1.04,32.5,20.7,1.57,G,G,G,1.33,UpUp
5/15/08,28.675,1.05,35.1,20.3,1.73,G,G,G,1.41,UpUp
5/16/08,28.744,1.05,34.8,20.7,1.68,G,Y,Y,1.45,UpUp
5/19/08,28.744,1.04,33.0,19.5,1.69,Y,Y,G,1.46,UpUp
5/20/08,28.618,1.03,30.9,20.3,1.52,Y,Y,Y,1.41,UpUp
5/21/08,28.296,1.0,26.9,22.2,1.21,Y,Y,Y,1.27,DnUp
5/22/08,28.381,1.01,28.6,21.6,1.33,Y,Y,Y,1.22,DnUp
5/23/08,28.115,0.99,25.4,22.8,1.11,Y,R,Y,1.12,DnUp
5/27/08,28.236,1.03,28.0,19.7,1.42,Y,Y,Y,1.13,DnUp
5/28/08,28.378,1.03,29.4,20.4,1.44,G,Y,G,1.16,UpUp
5/29/08,28.467,1.04,31.9,20.3,1.57,G,G,G,1.2,UpUp
5/30/08,28.599,1.06,33.0,19.7,1.68,G,G,G,1.26,UpUp
6/2/08,28.362,1.02,26.3,20.7,1.27,Y,Y,Y,1.18,UpUp
6/3/08,28.273,1.01,25.1,21.5,1.17,Y,Y,Y,1.11,UpUp
6/4/08,28.229,1.01,26.1,21.9,1.19,Y,Y,Y,1.07,DnUp
6/5/08,28.732,1.05,31.8,20.5,1.55,G,G,Y,1.19,UpUp
6/6/08,28.091,1.0,23.8,24.0,0.99,Y,Y,R,1.05,DnUp
6/9/08,28.004,0.98,22.6,26.0,0.87,R,R,R,0.95,DnDn
6/10/08,27.793,0.97,19.3,26.3,0.73,R,R,R,0.86,DnDn
6/11/08,27.4,0.94,15.1,30.5,0.5,R,R,R,0.75,C/Dn
6/12/08,27.459,0.94,15.4,30.5,0.51,Y,Y,Y,0.7,DnDn
6/13/08,27.794,0.97,19.4,28.6,0.68,Y,Y,Y,0.74,DnDn
6/16/08,27.947,0.99,21.1,26.9,0.78,Y,Y,Y,0.79,DnDn
6/17/08,27.895,0.98,19.3,26.9,0.72,Y,Y,R,0.81,UpDn
6/18/08,27.696,0.96,17.7,29.3,0.6,Y,Y,Y,0.78,UpDn
6/19/08,27.759,0.97,18.7,28.9,0.65,G,Y,Y,0.78,UpDn
6/20/08,27.35,0.94,15.5,32.8,0.47,R,R,R,0.71,DnDn
6/23/08,27.264,0.92,15.0,35.4,0.42,R,R,R,0.66,DnDn
6/24/08,27.017,0.91,11.9,36.3,0.33,R,R,R,0.62,DnDn
6/25/08,27.187,0.92,13.2,34.3,0.38,Y,Y,Y,0.62,DnDn
6/26/08,26.661,0.87,10.5,42.5,0.25,Y,R,R,0.59,DnDn
6/27/08,26.597,0.87,10.8,44.6,0.24,R,Y,R,0.58,DnDn
6/30/08,26.548,0.88,10.9,44.8,0.24,R,Y,Y,0.58,DnDn
7/1/08,26.504,0.87,10.4,45.2,0.23,R,R,R,0.58,DnDn
7/2/08,25.927,0.83,8.2,51.1,0.16,R,R,R,0.53,DnDn
7/3/08,25.794,0.82,6.7,52.8,0.13,R,R,R,0.5,DnDn
7/7/08,25.582,0.81,6.1,55.7,0.11,R,R,R,0.48,DnDn
7/8/08,25.957,0.84,7.3,50.3,0.14,Y,Y,Y,0.5,DnDn
7/9/08,25.568,0.81,6.4,56.7,0.11,R,R,R,0.49,DnDn
7/10/08,25.742,0.81,7.5,54.4,0.14,Y,Y,Y,0.5,DnDn
7/11/08,25.639,0.81,7.8,55.3,0.14,R,Y,Y,0.51,DnDn
7/14/08,25.445,0.8,7.7,57.9,0.13,R,R,Y,0.5,DnDn
7/15/08,25.212,0.79,7.1,58.9,0.12,R,R,R,0.49,DnDn
7/16/08,25.746,0.84,8.7,50.8,0.17,Y,Y,Y,0.53,UpDn
7/17/08,25.962,0.88,9.9,47.2,0.21,G,Y,Y,0.59,UpDn
7/18/08,25.939,0.88,9.7,47.1,0.21,Y,Y,Y,0.62,UpDn
7/21/08,26.101,0.88,9.6,44.9,0.21,Y,Y,Y,0.66,UpDn
7/22/08,26.361,0.92,12.5,38.3,0.33,Y,Y,Y,0.76,UpDn
7/23/08,26.394,0.94,13.0,37.1,0.35,G,Y,Y,0.84,UpDn
7/24/08,25.995,0.89,10.6,42.6,0.25,Y,Y,Y,0.78,UpDn
7/25/08,26.159,0.91,12.7,41.4,0.31,G,Y,Y,0.8,UpDn
7/28/08,25.814,0.88,10.7,43.5,0.25,R,Y,Y,0.74,DnDn
7/29/08,26.261,0.92,13.8,39.2,0.35,Y,Y,Y,0.82,DnDn
7/30/08,26.552,0.92,14.9,36.8,0.4,G,Y,Y,0.94,UpDn
7/31/08,26.4,0.91,14.1,38.4,0.37,Y,Y,Y,0.95,UpDn
8/1/08,26.287,0.9,13.7,39.3,0.35,Y,R,Y,0.93,UpDn
8/4/08,25.888,0.85,11.1,43.6,0.25,Y,R,Y,0.83,UpDn
8/5/08,26.334,0.89,14.5,37.9,0.38,G,Y,Y,0.88,UpDn
8/6/08,26.46,0.91,15.7,37.2,0.42,Y,Y,Y,0.94,DnDn
8/7/08,26.121,0.87,12.6,40.4,0.31,R,R,R,0.89,DnDn
8/8/08,26.525,0.91,17.3,37.4,0.46,G,Y,Y,0.98,UpDn
8/11/08,26.714,0.93,20.9,35.8,0.58,G,Y,Y,1.08,UpUp
8/12/08,26.507,0.92,18.9,34.1,0.55,Y,Y,Y,1.06,UpUp
8/13/08,26.558,0.91,17.8,33.2,0.54,G,Y,Y,1.07,UpUp
8/14/08,26.702,0.92,19.6,32.5,0.6,Y,Y,Y,1.12,UpUp
8/15/08,26.66,0.92,20.3,33.2,0.61,Y,Y,Y,1.13,UpUp
8/18/08,26.387,0.88,16.5,35.0,0.47,Y,R,R,1.04,DnUp
8/19/08,26.155,0.86,13.2,34.6,0.38,R,R,R,0.93,DnDn
8/20/08,26.311,0.87,13.2,33.6,0.39,Y,Y,Y,0.91,DnDn
8/21/08,26.33,0.87,12.5,33.4,0.37,Y,Y,R,0.9,DnDn
