Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,707.64,-9.12,-1.27,707.64,1.00,1.00,1.10,1.04,H,675.24,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,707.39,712.30,704.66,7.64,33293724,37273799,-10.68,0.00,0,0.00,0.00,678.60,480204.50,1.30,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,69.15,-2.77,-3.85,69.15,1.00,1.00,1.04,1.01,H,67.91,0,0.00,0.00,999.99,0.00,0.38,0.55,58,16,0.92,69.07,70.545,68.25,2.30,56261184,59890713,-6.06,0.00,0,0.00,0.00,501.95,34709.84,1.39,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.337,-0.891,-1.05,79.84,0.92,0.85,0.94,0.93,H,80.75,6,0.88,1.04,95.84,0.07,0.91,1.08,56,9,1.05,84.941,84.941,84.248,0.69,1375139,1650550,-16.69,5131.18,-2,20.04,4.21,255.99,21589.43,0.80,VV COMPOSITE,VV COMPOSITE
