Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,86.04,+1.48,+1.75,86.04,1.00,1.00,1.94,1.43,B,65.92,0,0.00,0.00,999.99,0.00,0.32,0.37,58,18,0.93,84.145,87.06,83.75,3.31,55755804,82365640,-32.31,0.00,0,0.00,0.00,472.20,40628.09,1.64,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,742.74,+4.43,+0.60,742.74,1.00,1.00,1.56,1.24,B,656.36,0,0.00,0.00,999.99,0.00,2.81,0.38,58,13,0.89,737.04,745.65,735.99,9.66,32435218,46462534,-30.19,0.00,0,0.00,0.00,665.95,494627.71,1.39,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.512,+0.103,+0.12,75.43,0.90,0.85,1.03,0.96,H,77.85,5,0.68,0.81,124.28,0.05,0.92,1.09,55,10,1.06,84.28,84.679,83.94,0.74,2124345,1835728,+15.72,5009.10,-3,19.47,4.34,257.30,21744.94,0.84,VV COMPOSITE,VV COMPOSITE
