Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,72.37,+0.34,+0.47,72.37,1.00,1.00,1.20,1.08,H,69.18,0,0.00,0.00,999.99,0.00,0.38,0.53,58,16,0.92,72.49,73.24,71.65,1.59,46782232,57645605,-18.85,0.00,0,0.00,0.00,503.75,36456.39,1.39,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,718.96,+1.29,+0.18,718.96,1.00,1.00,1.15,1.06,H,679.49,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.90,719.345,721.86,716.56,5.30,32366850,35977267,-10.04,0.00,0,0.00,0.00,683.30,491265.37,1.29,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,85.528,+0.07,+0.08,80.37,0.91,0.85,0.97,0.94,H,81.14,6,0.79,0.92,108.26,0.06,0.91,1.06,56,9,1.05,85.33,85.601,85.204,0.40,1247895,1602681,-22.14,5134.98,-2,20.04,4.27,256.19,21911.42,0.80,VV COMPOSITE,VV COMPOSITE
