Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,709.24,+1.60,+0.23,709.24,1.00,1.00,1.11,1.04,H,675.84,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,707.10,709.799,705.10,4.70,22660784,36891963,-38.58,0.00,0,0.00,0.00,682.10,483772.58,1.30,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,69.60,+0.45,+0.65,69.60,1.00,1.00,1.06,1.02,H,68.09,0,0.00,0.00,999.99,0.00,0.38,0.55,58,16,0.92,68.969,69.76,68.39,1.37,37776280,59400408,-36.40,0.00,0,0.00,0.00,501.80,34925.28,1.38,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.781,+0.444,+0.53,80.01,0.92,0.85,0.95,0.94,H,80.90,6,0.85,1.00,99.74,0.06,0.91,1.07,56,9,1.05,84.421,84.847,84.415,0.43,1405477,1633112,-13.94,5128.78,-2,20.04,4.23,255.93,21698.00,0.80,VV COMPOSITE,VV COMPOSITE
