Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,71.83,-3.12,-4.16,71.83,1.00,1.00,1.39,1.17,B,67.95,0,0.00,0.00,999.99,0.00,0.38,0.53,58,15,0.91,72.085,74.69,70.72,3.97,69700384,74424039,-6.35,0.00,0,0.00,0.00,478.60,34377.84,1.60,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,706.52,-9.86,-1.38,706.52,1.00,1.00,1.27,1.11,B,663.76,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.89,707.13,715.555,702.81,12.75,44705528,43256386,+3.35,0.00,0,0.00,0.00,674.65,476653.75,1.36,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.952,-0.06,-0.07,75.41,0.91,0.85,0.95,0.94,H,79.51,5,0.71,0.83,119.65,0.05,0.93,1.09,55,10,1.05,84.572,85.155,84.353,0.80,2990422,1929174,+55.01,5011.27,-3,19.34,4.39,259.10,22011.06,0.81,VV COMPOSITE,VV COMPOSITE
