Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,78.66,-2.17,-2.68,78.66,1.00,1.00,1.59,1.26,B,70.72,0,0.00,0.00,999.99,0.00,0.38,0.48,58,13,0.90,80.53,80.57,77.69,2.88,50853192,53554372,-5.04,0.00,0,0.00,0.00,503.15,39577.78,1.37,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,741.21,-6.25,-0.84,741.21,1.00,1.00,1.25,1.10,B,686.84,0,0.00,0.00,999.99,0.00,3.09,0.42,58,14,0.90,746.97,747.13,738.191,8.94,32860620,35219234,-6.70,0.00,0,0.00,0.00,668.75,495684.20,1.30,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.621,-0.858,-1.02,79.14,0.92,0.84,0.92,0.92,H,80.53,6,0.88,1.05,95.02,0.07,0.90,1.08,56,9,1.05,84.387,84.387,83.621,0.77,1609482,1547897,+3.98,5111.46,-2,20.04,4.17,255.02,21325.03,0.77,VV COMPOSITE,VV COMPOSITE
