Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,73.30,-1.14,-1.53,73.30,1.00,1.00,1.47,1.20,B,68.53,0,0.00,0.00,999.99,0.00,0.32,0.44,58,15,0.91,74.79,76.18,71.35,4.83,64805176,74057526,-12.49,0.00,0,0.00,0.00,472.30,34619.59,1.60,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,710.62,-3.03,-0.42,710.62,1.00,1.00,1.29,1.12,B,665.35,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.89,715.37,719.93,704.45,15.48,47740680,43279579,+10.31,0.00,0,0.00,0.00,665.95,473237.39,1.35,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.291,+0.192,+0.23,75.29,0.91,0.85,0.93,0.93,H,79.21,5,0.67,0.80,125.81,0.05,0.93,1.10,55,10,1.06,84.225,84.798,84.043,0.76,2372278,1916014,+23.81,5011.21,-3,19.35,4.36,259.02,21833.05,0.81,VV COMPOSITE,VV COMPOSITE
