Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,711.37,+0.65,+0.09,711.37,1.00,1.00,1.11,1.04,H,675.95,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,708.41,713.02,707.97,5.05,18632278,38745800,-51.91,0.00,0,0.00,0.00,680.70,484229.56,1.30,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,70.47,+0.20,+0.28,70.47,1.00,1.00,1.09,1.03,H,68.55,0,0.00,0.00,999.99,0.00,0.38,0.54,58,16,0.92,69.56,70.94,69.44,1.50,37176080,61497631,-39.55,0.00,0,0.00,0.00,503.80,35502.79,1.38,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,86.173,+0.008,+0.01,80.16,0.91,0.85,0.98,0.95,H,81.27,5,0.76,0.88,113.39,0.05,0.91,1.06,56,9,1.05,86.044,86.385,86.009,0.38,1360567,1723720,-21.07,5116.92,-2,20.00,4.31,255.86,22048.22,0.81,VV COMPOSITE,VV COMPOSITE
