Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,76.51,+3.58,+4.91,76.51,1.00,1.00,1.89,1.41,B,61.26,0,0.00,0.00,999.99,0.00,0.32,0.42,58,18,0.93,74.09,76.53,73.615,2.92,68299120,88535504,-22.86,0.00,0,0.00,0.00,465.90,35646.01,1.62,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,713.15,+11.62,+1.66,713.15,1.00,1.00,1.48,1.21,B,638.10,0,0.00,0.00,999.99,0.00,2.81,0.39,58,13,0.89,705.29,713.15,703.79,9.36,35933264,50006331,-28.14,0.00,0,0.00,0.00,661.10,471463.46,1.40,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,82.243,+1.294,+1.60,74.20,0.90,0.85,0.99,0.95,H,76.85,5,0.53,0.65,155.18,0.04,0.94,1.14,55,10,1.06,81.273,82.243,80.999,1.24,1808571,1834274,-1.40,5036.44,-3,19.44,4.23,259.10,21309.16,0.85,VV COMPOSITE,VV COMPOSITE
