Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,81.95,+4.11,+5.28,81.95,1.00,1.00,1.96,1.44,B,62.92,0,0.00,0.00,999.99,0.00,0.32,0.39,58,18,0.93,80.59,82.27,79.98,2.29,61554424,85343885,-27.87,0.00,0,0.00,0.00,465.20,38123.14,1.64,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,730.28,+12.74,+1.78,730.28,1.00,1.00,1.55,1.24,B,645.71,0,0.00,0.00,999.99,0.00,2.81,0.38,58,13,0.89,725.96,731.17,724.16,7.01,33502604,48209817,-30.51,0.00,0,0.00,0.00,663.55,484577.30,1.41,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.196,+1.033,+1.24,75.07,0.90,0.85,1.02,0.96,H,77.62,5,0.67,0.79,125.67,0.04,0.93,1.10,55,10,1.06,83.766,84.254,83.685,0.57,1831241,1824310,+0.38,5023.32,-3,19.48,4.32,257.91,21714.99,0.85,VV COMPOSITE,VV COMPOSITE
