Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,72.72,+0.49,+0.68,72.72,1.00,1.00,1.20,1.08,H,69.69,0,0.00,0.00,999.99,0.00,0.38,0.52,58,16,0.92,70.795,73.015,69.57,3.45,69269184,72243883,-4.12,0.00,0,0.00,0.00,483.10,35131.03,1.51,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,711.44,+2.01,+0.28,711.44,1.00,1.00,1.17,1.07,H,671.43,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,704.95,712.26,700.91,11.35,34134824,43186619,-20.96,0.00,0,0.00,0.00,675.45,480542.16,1.33,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.221,-0.559,-0.66,76.04,0.91,0.85,0.91,0.92,H,79.91,5,0.63,0.75,133.68,0.04,0.93,1.10,55,10,1.05,84.431,84.433,83.591,0.84,1714578,1956987,-12.39,4998.37,-3,19.28,4.37,259.20,21830.08,0.80,VV COMPOSITE,VV COMPOSITE
