Date,VVC-Price,VVC-RT,% Buys,% Sells,BS Ratio,CG-Price,CG-RT,CG-BSR,MTI,Trend
5/6/26,83.639,1.05,,,1.937,G,G,G,1.44,UpUp
5/7/26,82.763,1.03,,,1.636,Y,Y,Y,1.41,UpUp
5/8/26,83.268,1.03,,,1.643,G,Y,Y,1.42,UpUp
5/11/26,83.355,1.02,,,1.475,Y,Y,Y,1.4,UpUp
5/12/26,82.724,1.01,,,1.365,Y,Y,Y,1.34,UpUp
5/13/26,82.795,1.01,,,1.268,Y,Y,Y,1.3,DnUp
5/14/26,83.099,1.01,,,1.326,G,Y,Y,1.3,UpUp
5/15/26,81.63,0.96,,,0.896,Y,R,R,1.18,DnUp
5/18/26,81.542,0.97,,,0.991,R,Y,Y,1.13,DnUp
5/19/26,80.949,0.95,19.2,23.6,0.815,R,R,R,1.06,DnUp
