Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,704.54,-4.64,-0.65,704.54,1.00,1.00,1.09,1.03,H,672.12,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,708.80,709.53,703.635,5.90,25950028,34588911,-24.98,0.00,0,0.00,0.00,674.85,475458.79,1.29,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,67.90,-1.37,-1.98,67.90,1.00,1.00,1.03,1.01,H,66.61,0,0.00,0.00,999.99,0.00,0.38,0.56,58,16,0.92,69.129,69.33,67.61,1.72,38214120,55137578,-30.69,0.00,0,0.00,0.00,501.90,34079.01,1.34,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.127,-0.50,-0.60,79.17,0.92,0.84,0.90,0.92,H,80.18,6,0.71,0.85,117.08,0.06,0.90,1.08,56,9,1.05,83.64,83.64,83.025,0.62,1522000,1523221,-0.08,5125.65,-2,20.07,4.14,255.45,21234.79,0.78,VV COMPOSITE,VV COMPOSITE
