Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,76.01,+6.74,+9.73,76.01,1.00,1.00,1.78,1.35,B,65.61,0,0.00,0.00,999.99,0.00,0.32,0.42,58,18,0.93,70.89,76.598,69.59,7.01,114377424,76093345,+50.31,0.00,0,0.00,0.00,471.65,35850.12,1.60,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,717.12,+23.43,+3.38,717.12,1.00,1.00,1.45,1.19,B,655.04,0,0.00,0.00,999.99,0.00,2.81,0.39,58,13,0.89,699.29,718.372,695.00,23.37,67720112,42699017,+58.60,0.00,0,0.00,0.00,660.20,473442.63,1.37,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.164,+2.04,+2.48,74.69,0.90,0.85,0.99,0.95,H,78.20,5,0.68,0.81,123.77,0.05,0.94,1.12,55,10,1.06,82.557,84.202,82.528,1.67,2083119,1841351,+13.13,5016.24,-3,19.45,4.33,257.97,21711.79,0.83,VV COMPOSITE,VV COMPOSITE
