Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,86.56,-0.66,-0.76,86.56,1.00,1.00,1.93,1.43,B,67.37,0,0.00,0.00,999.99,0.00,0.32,0.37,58,18,0.93,87.68,88.09,85.41,2.68,59803764,78921796,-24.22,0.00,0,0.00,0.00,470.00,40683.20,1.64,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,744.21,-1.95,-0.26,744.21,1.00,1.00,1.56,1.24,B,661.61,0,0.00,0.00,999.99,0.00,2.81,0.38,58,13,0.89,747.31,748.65,741.01,7.64,37748172,44085782,-14.38,0.00,0,0.00,0.00,666.75,496202.03,1.39,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.413,-0.544,-0.64,75.79,0.90,0.85,1.00,0.95,H,78.04,5,0.69,0.82,122.34,0.05,0.94,1.11,55,10,1.06,84.928,84.928,84.263,0.67,1925278,1819426,+5.82,5003.96,-4,19.44,4.34,257.34,21722.84,0.84,VV COMPOSITE,VV COMPOSITE
