Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,81.67,-0.28,-0.34,81.67,1.00,1.00,1.95,1.44,B,64.07,0,0.00,0.00,999.99,0.00,0.32,0.39,58,18,0.93,82.87,82.91,80.33,2.58,64952680,84951522,-23.54,0.00,0,0.00,0.00,472.20,38564.57,1.64,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,729.45,-0.83,-0.11,729.45,1.00,1.00,1.54,1.24,B,650.02,0,0.00,0.00,999.99,0.00,2.81,0.39,58,13,0.89,732.96,733.32,725.44,7.88,33945744,47913826,-29.15,0.00,0,0.00,0.00,663.80,484208.91,1.41,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.053,-0.143,-0.17,74.98,0.90,0.85,1.03,0.97,H,77.60,5,0.68,0.81,123.61,0.05,0.93,1.11,55,10,1.05,84.384,84.384,83.975,0.41,1938847,1825779,+6.19,5018.54,-3,19.47,4.32,257.73,21662.98,0.85,VV COMPOSITE,VV COMPOSITE
