Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,661.73,-13.76,-2.04,661.73,1.00,1.00,0.89,0.96,H,656.80,0,0.00,0.00,999.99,0.00,3.03,0.46,58,13,0.90,675.505,680.05,661.14,18.91,54692968,42655972,+28.22,0.00,0,0.00,0.00,662.75,438561.54,1.27,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,82.795,-1.134,-1.35,76.65,0.92,0.84,0.87,0.91,H,79.55,5,0.68,0.82,121.76,0.05,0.92,1.11,55,10,1.05,83.87,83.982,82.795,1.19,1695454,1888929,-10.24,5021.33,-3,19.72,4.20,254.61,21080.43,0.78,VV COMPOSITE,VV COMPOSITE
ProShares UltraPro QQQ,TQQQ,xO,57.75,-3.81,-6.19,57.75,1.00,1.00,0.53,0.85,S,64.76,0,0.00,0.00,999.99,0.00,0.38,0.66,58,16,0.92,61.51,62.737,57.59,5.15,97657792,69455074,+40.61,0.00,0,0.00,0.00,501.55,28964.51,1.35,ETFs (US\LargeCap),ETFs
