Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,705.35,-3.62,-0.51,705.35,1.00,1.00,1.09,1.03,H,672.56,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,703.62,709.65,703.62,6.03,22936872,42709699,-46.30,0.00,0,0.00,0.00,661.70,466730.09,1.31,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,70.28,-1.09,-1.53,70.28,1.00,1.00,0.98,0.99,H,69.46,0,0.00,0.00,999.99,0.00,0.38,0.54,58,16,0.92,69.77,71.59,69.77,1.82,33704384,70022931,-51.87,0.00,0,0.00,0.00,493.15,34658.58,1.46,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.148,-0.212,-0.25,77.31,0.92,0.84,0.90,0.92,H,79.92,5,0.69,0.82,121.95,0.05,0.92,1.09,55,10,1.05,84.241,84.534,84.118,0.42,1437762,1931886,-25.58,4998.21,-3,19.61,4.29,254.91,21450.17,0.79,VV COMPOSITE,VV COMPOSITE
