Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,74.82,+6.86,+10.09,74.82,1.00,1.00,1.32,1.13,H,70.67,0,0.00,0.00,999.99,0.00,0.38,0.51,58,16,0.92,70.31,75.41,70.14,5.27,72252472,69534504,+3.91,0.00,0,0.00,0.00,508.55,38049.71,1.35,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,723.85,+23.78,+3.40,723.85,1.00,1.00,1.17,1.07,H,678.14,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.90,708.16,725.66,707.53,18.13,58988820,43618950,+35.24,0.00,0,0.00,0.00,658.30,476510.43,1.28,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,86.194,+1.464,+1.73,78.27,0.91,0.85,0.96,0.94,H,80.64,5,0.66,0.77,130.60,0.04,0.91,1.06,55,10,1.05,85.15,86.307,85.145,1.16,1807020,1886164,-4.20,5052.54,-3,19.83,4.35,254.81,21963.09,0.79,VV COMPOSITE,VV COMPOSITE
