Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,683.55,+21.82,+3.30,683.55,1.00,1.00,0.99,1.00,H,664.68,0,0.00,0.00,999.99,0.00,3.03,0.44,58,13,0.90,674.76,685.12,673.30,11.82,65000768,42765862,+51.99,0.00,0,0.00,0.00,669.85,457875.94,1.28,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,63.30,+5.55,+9.61,63.30,1.00,1.00,0.76,0.92,S,66.67,0,0.00,0.00,999.99,0.00,0.38,0.60,58,16,0.92,61.13,63.837,60.74,3.10,73502464,69694558,+5.46,0.00,0,0.00,0.00,501.55,31748.11,1.34,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.85,+1.055,+1.27,77.15,0.92,0.84,0.90,0.91,H,79.86,5,0.69,0.82,121.52,0.05,0.92,1.10,55,10,1.05,83.326,83.866,83.088,0.78,1716178,1881974,-8.81,5024.61,-3,19.73,4.25,254.70,21356.59,0.78,VV COMPOSITE,VV COMPOSITE
