Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,695.33,-10.61,-1.50,695.33,1.00,1.00,1.05,1.02,H,669.79,0,0.00,0.00,999.99,0.00,3.03,0.44,58,13,0.90,691.65,702.30,686.76,15.54,53690868,42867332,+25.25,0.00,0,0.00,0.00,664.60,462116.31,1.31,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,67.53,-3.21,-4.54,67.53,1.00,1.00,0.85,0.95,S,68.74,0,0.00,0.00,999.99,0.00,0.38,0.56,58,16,0.92,66.38,69.555,64.91,4.65,74192648,71388902,+3.93,0.00,0,0.00,0.00,483.90,32677.77,1.46,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.845,-0.517,-0.61,75.90,0.91,0.84,0.90,0.92,H,79.92,5,0.59,0.70,142.11,0.04,0.93,1.11,55,10,1.05,83.785,84.204,83.484,0.72,1673309,1951138,-14.24,5003.66,-3,19.61,4.28,255.19,21396.41,0.79,VV COMPOSITE,VV COMPOSITE
