Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,711.74,-13.77,-1.90,711.74,1.00,1.00,1.17,1.07,H,672.78,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,717.72,718.74,710.08,8.66,35333496,43145755,-18.11,0.00,0,0.00,0.00,666.50,474374.70,1.32,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,72.64,-4.39,-5.70,72.64,1.00,1.00,1.17,1.07,H,69.95,0,0.00,0.00,999.99,0.00,0.38,0.52,58,16,0.92,74.54,74.845,72.09,2.76,61703788,71469613,-13.66,0.00,0,0.00,0.00,480.80,34925.31,1.50,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.288,-0.769,-0.90,76.10,0.91,0.85,0.91,0.92,H,79.95,5,0.67,0.80,125.80,0.05,0.93,1.10,55,10,1.05,84.783,84.885,84.198,0.69,1518965,1954435,-22.28,5001.27,-3,19.22,4.39,260.21,21932.58,0.80,VV COMPOSITE,VV COMPOSITE
