Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,708.69,-7.62,-1.06,708.69,1.00,1.00,1.10,1.04,H,674.78,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,707.55,712.06,706.855,5.21,30470020,35149417,-13.31,0.00,0,0.00,0.00,675.65,478826.42,1.29,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,69.21,-2.34,-3.27,69.21,1.00,1.00,1.06,1.02,H,67.55,0,0.00,0.00,999.99,0.00,0.38,0.55,58,16,0.92,68.895,70.23,68.68,1.55,54833616,56146886,-2.34,0.00,0,0.00,0.00,499.65,34580.78,1.36,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.573,-0.779,-0.92,79.53,0.92,0.85,0.91,0.92,H,80.47,6,0.67,0.80,124.74,0.05,0.91,1.09,56,9,1.05,84.011,84.025,83.556,0.47,1452922,1547576,-6.12,5128.49,-16,20.05,4.17,255.81,21378.81,0.79,VV COMPOSITE,VV COMPOSITE
