Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,71.55,-0.61,-0.85,71.55,1.00,1.00,1.17,1.07,H,68.46,0,0.00,0.00,999.99,0.00,0.38,0.53,58,16,0.92,71.545,72.545,70.84,1.71,37780176,56555942,-33.20,0.00,0,0.00,0.00,499.65,35749.96,1.38,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,716.31,-2.05,-0.29,716.31,1.00,1.00,1.14,1.05,H,677.62,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.90,716.40,719.70,714.02,5.68,26405228,35428084,-25.47,0.00,0,0.00,0.00,675.65,483974.87,1.29,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.352,-0.683,-0.80,79.82,0.92,0.85,0.94,0.93,H,80.73,6,0.74,0.88,113.99,0.06,0.91,1.08,56,9,1.05,84.975,84.975,84.352,0.62,1413229,1557682,-9.27,5128.46,-16,20.02,4.21,256.13,21605.08,0.79,VV COMPOSITE,VV COMPOSITE
