Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,76.79,-0.36,-0.47,76.79,1.00,1.00,1.33,1.14,B,71.98,0,0.00,0.00,999.99,0.00,0.38,0.49,58,16,0.92,77.57,77.85,75.94,1.91,36068304,69035750,-47.75,0.00,0,0.00,0.00,503.95,38698.32,1.37,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,731.07,-1.00,-0.14,731.07,1.00,1.00,1.18,1.07,H,684.03,0,0.00,0.00,999.99,0.00,3.03,0.41,58,13,0.90,733.41,734.39,728.32,6.07,23485288,43591501,-46.12,0.00,0,0.00,0.00,674.40,493033.63,1.28,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,87.343,+0.171,+0.20,79.88,0.91,0.85,0.98,0.95,H,81.42,5,0.66,0.75,132.34,0.04,0.91,1.04,56,10,1.05,87.293,87.422,87.187,0.24,1314060,1824084,-27.96,5111.49,-2,20.06,4.35,254.84,22258.49,0.80,VV COMPOSITE,VV COMPOSITE
