Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,675.49,-6.63,-0.97,675.49,1.00,1.00,0.93,0.97,H,661.85,0,0.00,0.00,999.99,0.00,3.03,0.45,58,13,0.90,676.23,679.40,667.88,11.52,49675488,42690014,+16.36,0.00,0,0.00,0.00,661.00,446498.88,1.28,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.929,+0.021,+0.03,77.01,0.92,0.84,0.89,0.91,H,79.91,5,0.66,0.79,127.17,0.04,0.92,1.10,55,10,1.05,83.663,84.018,83.428,0.59,1646436,1893321,-13.04,5017.68,-3,19.72,4.26,254.49,21359.09,0.78,VV COMPOSITE,VV COMPOSITE
ProShares UltraPro QQQ,TQQQ,xO,61.56,-1.84,-2.90,61.56,1.00,1.00,0.63,0.88,S,66.15,0,0.00,0.00,999.99,0.00,0.38,0.62,58,16,0.92,61.77,62.61,59.40,3.21,70761136,69655340,+1.59,0.00,0,0.00,0.00,495.80,30521.45,1.37,ETFs (US\LargeCap),ETFs
