Date,Adj Close,Close,High,Low,Open,Volume
2026-07-02,12.369999885559082,12.369999885559082,14.34000015258789,11.960000038146973,12.90999984741211,0
2026-07-09,12.520000457763672,12.520000457763672,14.960000038146973,12.5,14.630000114440918,0
