Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,73.06,-0.74,-1.00,73.06,1.00,1.00,1.14,1.06,H,70.50,0,0.00,0.00,999.99,0.00,0.38,0.52,58,16,0.92,74.54,74.54,72.24,2.30,43137988,69518604,-37.95,0.00,0,0.00,0.00,501.40,36632.28,1.33,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,718.45,-2.42,-0.34,718.45,1.00,1.00,1.12,1.05,H,679.33,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.90,723.29,723.35,715.50,7.85,28969240,43787302,-33.84,0.00,0,0.00,0.00,672.70,483301.33,1.27,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,86.421,+0.193,+0.22,79.31,0.91,0.85,0.96,0.94,H,81.09,5,0.58,0.67,149.00,0.04,0.91,1.05,56,10,1.05,86.399,86.67,86.363,0.31,1434451,1856001,-22.71,5105.39,-2,20.04,4.31,254.78,22018.34,0.79,VV COMPOSITE,VV COMPOSITE
