Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,71.38,+3.45,+5.08,71.38,1.00,1.00,1.21,1.08,H,67.96,0,0.00,0.00,999.99,0.00,0.38,0.53,58,16,0.92,71.125,71.72,70.37,1.35,40954520,54296771,-24.57,0.00,0,0.00,0.00,502.20,35847.04,1.34,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,716.92,+12.20,+1.73,716.92,1.00,1.00,1.14,1.06,H,676.72,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.90,715.95,718.04,713.32,4.72,36358508,34289588,+6.03,0.00,0,0.00,0.00,673.05,482522.99,1.28,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.527,+0.66,+0.80,79.42,0.92,0.84,0.92,0.92,H,80.31,6,0.78,0.93,107.09,0.06,0.90,1.08,56,9,1.06,83.563,83.726,83.498,0.23,1673885,1520449,+10.09,5116.96,-2,20.06,4.16,255.11,21308.57,0.78,VV COMPOSITE,VV COMPOSITE
