Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,73.30,+2.83,+4.02,73.30,1.00,1.00,1.23,1.10,H,69.67,0,0.00,0.00,999.99,0.00,0.38,0.52,58,16,0.92,72.085,73.38,71.375,2.01,48093520,60908429,-21.04,0.00,0,0.00,0.00,506.00,37089.80,1.39,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,721.11,+9.74,+1.37,721.11,1.00,1.00,1.16,1.06,H,679.60,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.90,716.93,721.35,714.525,6.83,28443052,38213636,-25.57,0.00,0,0.00,0.00,685.90,494609.36,1.30,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,86.302,+0.129,+0.15,80.34,0.91,0.85,0.98,0.95,H,81.32,5,0.73,0.85,118.22,0.05,0.91,1.05,56,9,1.05,86.404,86.404,86.094,0.31,1419751,1710676,-17.01,5119.03,-2,20.01,4.31,255.88,22082.96,0.81,VV COMPOSITE,VV COMPOSITE
