Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,687.99,+4.44,+0.65,687.99,1.00,1.00,1.01,1.00,H,666.26,0,0.00,0.00,999.99,0.00,3.03,0.44,58,13,0.90,692.11,695.77,680.051,15.72,50028420,43160755,+15.91,0.00,0,0.00,0.00,669.85,460850.08,1.27,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,64.62,+1.32,+2.09,64.62,1.00,1.00,0.82,0.94,S,67.15,0,0.00,0.00,999.99,0.00,0.38,0.59,58,16,0.92,65.74,66.77,62.385,4.39,85315632,69467345,+22.81,0.00,0,0.00,0.00,506.80,32749.42,1.33,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.758,-0.092,-0.11,77.16,0.92,0.84,0.89,0.91,H,79.84,5,0.64,0.76,130.87,0.04,0.92,1.10,55,10,1.05,84.247,84.265,83.22,1.05,1984423,1879414,+5.59,5029.40,-3,19.76,4.24,254.52,21318.09,0.78,VV COMPOSITE,VV COMPOSITE
