Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,78.91,+6.27,+8.63,78.91,1.00,1.00,1.60,1.27,B,71.13,0,0.00,0.00,999.99,0.00,0.38,0.48,58,16,0.92,74.831,79.49,74.83,4.66,53188220,53985559,-1.48,0.00,0,0.00,0.00,509.30,40188.86,1.37,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,741.47,+20.02,+2.77,741.47,1.00,1.00,1.26,1.11,B,687.17,0,0.00,0.00,999.99,0.00,3.03,0.41,58,13,0.90,727.89,743.22,727.81,15.41,45853832,34800881,+31.76,0.00,0,0.00,0.00,674.45,500084.43,1.29,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.18,+0.718,+0.86,79.80,0.92,0.84,0.94,0.93,H,80.94,6,0.77,0.92,109.32,0.06,0.90,1.07,56,9,1.06,83.89,84.294,83.767,0.53,1575358,1544345,+2.01,5115.99,-2,20.05,4.20,255.17,21480.21,0.78,VV COMPOSITE,VV COMPOSITE
