Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,72.03,+2.43,+3.49,72.03,1.00,1.00,1.18,1.07,H,69.05,0,0.00,0.00,999.99,0.00,0.38,0.53,58,16,0.92,70.059,72.42,69.705,2.72,45955952,58848797,-21.91,0.00,0,0.00,0.00,501.80,36144.65,1.38,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,717.67,+8.43,+1.19,717.67,1.00,1.00,1.15,1.06,H,679.00,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.90,710.85,718.915,709.69,9.23,28873520,36380128,-20.63,0.00,0,0.00,0.00,682.10,489522.68,1.30,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,85.458,+0.677,+0.80,80.33,0.92,0.85,0.97,0.94,H,81.14,6,0.79,0.92,108.17,0.06,0.91,1.06,56,9,1.05,84.995,85.459,84.894,0.57,1444913,1613381,-10.44,5132.49,-2,20.04,4.26,256.11,21886.65,0.80,VV COMPOSITE,VV COMPOSITE
