Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,82.87,+5.33,+6.87,82.87,1.00,1.00,1.91,1.42,B,68.97,0,0.00,0.00,999.99,0.00,0.32,0.39,58,18,0.93,82.10,83.60,80.63,2.97,60032576,74165432,-19.06,0.00,0,0.00,0.00,474.55,39325.96,1.63,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,740.62,+18.11,+2.51,740.62,1.00,1.00,1.55,1.24,B,670.37,0,0.00,0.00,999.99,0.00,2.81,0.38,58,13,0.89,737.20,741.82,732.51,9.31,49291408,42452794,+16.11,0.00,0,0.00,0.00,666.00,493252.92,1.37,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,85.251,+1.002,+1.19,75.43,0.90,0.85,0.98,0.95,H,79.01,5,0.69,0.81,123.55,0.05,0.93,1.09,55,10,1.06,84.991,85.277,84.842,0.44,2934472,1866518,+57.22,5012.88,-4,19.38,4.40,258.61,22046.76,0.82,VV COMPOSITE,VV COMPOSITE
