Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,704.72,+0.18,+0.03,704.72,1.00,1.00,1.09,1.03,H,672.18,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,708.00,711.88,700.00,11.88,34733704,34277366,+1.33,0.00,0,0.00,0.00,673.10,474347.00,1.28,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,67.93,+0.03,+0.04,67.93,1.00,1.00,1.03,1.01,H,66.62,0,0.00,0.00,999.99,0.00,0.38,0.56,58,16,0.92,68.845,69.97,66.545,3.43,59486660,54496415,+9.16,0.00,0,0.00,0.00,501.90,34094.07,1.33,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,82.867,-0.26,-0.31,79.06,0.92,0.84,0.89,0.91,H,80.08,6,0.78,0.94,106.24,0.06,0.90,1.09,56,9,1.05,83.367,83.616,82.426,1.19,1748704,1519753,+15.07,5122.94,-2,20.07,4.13,255.30,21155.94,0.78,VV COMPOSITE,VV COMPOSITE
