Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,81.00,+3.81,+4.94,81.00,1.00,1.00,1.78,1.35,B,71.73,0,0.00,0.00,999.99,0.00,0.38,0.47,58,16,0.92,77.24,81.54,77.15,4.39,57823904,73636294,-21.47,0.00,0,0.00,0.00,482.50,39082.50,1.62,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,736.40,+12.32,+1.70,736.40,1.00,1.00,1.38,1.16,B,677.27,0,0.00,0.00,999.99,0.00,3.03,0.41,58,13,0.90,724.18,737.62,723.91,13.71,40059904,43082067,-7.01,0.00,0,0.00,0.00,672.30,495081.73,1.36,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,86.177,+0.60,+0.70,76.28,0.91,0.85,0.96,0.94,H,80.24,5,0.41,0.47,210.19,0.03,0.93,1.08,55,10,1.05,85.656,86.254,85.518,0.74,1908423,1951650,-2.21,5002.64,-3,19.30,4.46,259.19,22336.22,0.81,VV COMPOSITE,VV COMPOSITE
