Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,700.07,+12.08,+1.76,700.07,1.00,1.00,1.05,1.02,H,670.38,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,688.30,701.59,685.82,15.77,44351312,43448411,+2.08,0.00,0,0.00,0.00,669.75,468871.89,1.28,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,67.96,+3.34,+5.17,67.96,1.00,1.00,0.96,0.99,S,68.43,0,0.00,0.00,999.99,0.00,0.38,0.56,58,16,0.92,64.71,68.406,63.985,4.42,59725292,69814620,-14.45,0.00,0,0.00,0.00,509.20,34605.23,1.32,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.73,+0.972,+1.16,77.62,0.91,0.84,0.92,0.92,H,80.18,5,0.57,0.67,148.65,0.04,0.91,1.07,55,10,1.05,83.849,84.742,83.844,0.90,1856940,1883003,-1.38,5052.56,-2,19.85,4.27,254.57,21569.72,0.78,VV COMPOSITE,VV COMPOSITE
