Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,708.97,+12.91,+1.85,708.97,1.00,1.00,1.10,1.04,H,673.91,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,706.57,710.05,702.80,7.25,33075484,42923812,-22.94,0.00,0,0.00,0.00,669.85,474903.52,1.31,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,71.37,+3.72,+5.50,71.37,1.00,1.00,1.03,1.01,H,69.88,0,0.00,0.00,999.99,0.00,0.38,0.53,58,16,0.92,70.709,71.72,69.61,2.11,36588672,70664784,-48.22,0.00,0,0.00,0.00,493.15,35196.12,1.47,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.36,+0.894,+1.07,77.35,0.92,0.84,0.91,0.92,H,79.99,5,0.67,0.80,125.91,0.05,0.92,1.09,55,10,1.05,83.884,84.376,83.782,0.59,1552332,1937004,-19.86,4999.11,-3,19.61,4.30,254.92,21505.05,0.79,VV COMPOSITE,VV COMPOSITE
