Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,73.72,-2.55,-3.34,73.72,1.00,1.00,1.72,1.32,B,65.05,0,0.00,0.00,999.99,0.00,0.32,0.43,58,18,0.93,78.48,79.341,66.79,12.55,130902256,76790577,+70.47,0.00,0,0.00,0.00,469.20,34589.43,1.62,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,707.83,-8.24,-1.15,707.83,1.00,1.00,1.40,1.17,B,651.36,0,0.00,0.00,999.99,0.00,2.81,0.40,58,13,0.89,722.98,725.66,686.37,39.29,90083136,42894719,+110.01,0.00,0,0.00,0.00,668.30,473042.79,1.38,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.213,+0.215,+0.26,75.07,0.91,0.85,0.97,0.94,H,77.88,5,0.65,0.78,128.02,0.04,0.94,1.13,55,10,1.06,83.435,84.228,81.659,2.57,2382285,1835643,+29.78,5016.62,-3,19.45,4.28,257.99,21468.12,0.83,VV COMPOSITE,VV COMPOSITE
