Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,73.05,-12.17,-14.28,73.05,1.00,1.00,1.56,1.25,B,64.02,0,0.00,0.00,999.99,0.00,0.32,0.44,58,18,0.93,81.569,82.08,72.68,9.40,114398576,77713575,+47.21,0.00,0,0.00,0.00,465.45,34001.12,1.62,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,705.06,-35.55,-4.80,705.06,1.00,1.00,1.34,1.14,B,646.39,0,0.00,0.00,999.99,0.00,2.81,0.40,58,13,0.89,730.06,731.69,704.32,27.37,93349048,43345938,+115.36,0.00,0,0.00,0.00,664.25,468336.10,1.39,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,82.539,-2.324,-2.74,74.64,0.91,0.85,0.94,0.93,H,77.50,5,0.69,0.84,119.62,0.05,0.94,1.14,55,10,1.06,84.287,84.287,82.404,1.88,2223107,1823357,+21.92,5014.12,-3,19.44,4.24,257.87,21284.33,0.84,VV COMPOSITE,VV COMPOSITE
