Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,76.40,-0.39,-0.51,76.40,1.00,1.00,1.31,1.13,H,72.10,0,0.00,0.00,999.99,0.00,0.38,0.50,58,16,0.92,77.38,77.90,76.21,1.69,39282072,68595386,-42.73,0.00,0,0.00,0.00,503.65,38478.86,1.38,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,729.87,-1.20,-0.16,729.87,1.00,1.00,1.18,1.07,H,685.28,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.90,732.95,734.58,729.27,5.31,26102182,43276514,-39.69,0.00,0,0.00,0.00,680.55,496713.02,1.28,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,87.208,-0.135,-0.15,79.88,0.91,0.85,0.97,0.94,H,81.46,5,0.71,0.81,122.83,0.05,0.91,1.04,56,10,1.05,87.476,87.493,87.208,0.29,1401741,1813670,-22.71,5117.31,-2,20.05,4.35,255.18,22253.74,0.80,VV COMPOSITE,VV COMPOSITE
