Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,691.96,-13.39,-1.90,691.96,1.00,1.00,1.02,1.01,H,667.61,0,0.00,0.00,999.99,0.00,3.03,0.44,58,13,0.90,694.67,698.66,687.79,10.87,41692608,42449765,-1.78,0.00,0,0.00,0.00,662.60,458492.69,1.31,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,66.30,-3.98,-5.66,66.30,1.00,1.00,0.80,0.93,S,67.97,0,0.00,0.00,999.99,0.00,0.38,0.57,58,16,0.92,67.11,68.27,65.02,3.25,79034096,69495634,+13.73,0.00,0,0.00,0.00,495.85,32874.86,1.43,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.753,-0.395,-0.47,77.07,0.92,0.84,0.88,0.91,H,79.79,5,0.70,0.83,119.65,0.05,0.92,1.10,55,10,1.05,83.898,84.08,83.491,0.59,1533236,1917954,-20.06,4997.34,-3,19.61,4.27,254.80,21340.26,0.79,VV COMPOSITE,VV COMPOSITE
