Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,70.98,+1.77,+2.56,70.98,1.00,1.00,1.14,1.06,H,68.23,0,0.00,0.00,999.99,0.00,0.38,0.54,58,16,0.92,71.189,71.76,70.611,1.15,48839688,55995382,-12.78,0.00,0,0.00,0.00,500.60,35532.59,1.36,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,714.88,+6.19,+0.87,714.88,1.00,1.00,1.13,1.05,H,677.09,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.90,715.68,717.63,713.63,4.00,25897036,34977686,-25.96,0.00,0,0.00,0.00,672.60,480828.27,1.29,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.176,+0.603,+0.72,79.75,0.92,0.85,0.92,0.92,H,80.66,6,0.72,0.86,116.91,0.06,0.91,1.08,56,9,1.05,84.052,84.298,84.052,0.25,1330108,1538701,-13.56,5129.10,-16,20.05,4.20,255.85,21536.43,0.79,VV COMPOSITE,VV COMPOSITE
