Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,75.02,+2.38,+3.28,75.02,1.00,1.00,1.20,1.08,H,71.62,0,0.00,0.00,999.99,0.00,0.38,0.51,58,16,0.92,75.20,75.845,73.41,2.44,57046232,71133292,-19.80,0.00,0,0.00,0.00,479.25,35953.33,1.48,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,719.69,+7.95,+1.12,719.69,1.00,1.00,1.17,1.07,H,678.92,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.90,720.22,722.29,714.34,7.95,28697876,43067418,-33.37,0.00,0,0.00,0.00,663.15,477262.44,1.31,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,84.598,+0.31,+0.37,76.19,0.91,0.84,0.92,0.92,H,80.16,5,0.46,0.54,183.91,0.03,0.92,1.09,55,10,1.05,84.685,84.915,84.517,0.40,1568248,1951306,-19.63,5002.72,-3,19.32,4.38,258.92,21904.12,0.80,VV COMPOSITE,VV COMPOSITE
