Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,73.35,-4.11,-5.31,73.35,1.00,1.00,1.43,1.18,B,69.03,0,0.00,0.00,999.99,0.00,0.38,0.52,58,16,0.92,77.45,79.135,71.72,7.42,86724240,72899902,+18.96,0.00,0,0.00,0.00,480.15,35219.00,1.57,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,712.60,-12.57,-1.73,712.60,1.00,1.00,1.25,1.10,B,668.04,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,725.58,730.83,707.56,23.27,49818492,43167308,+15.41,0.00,0,0.00,0.00,665.50,474235.28,1.35,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,85.248,-0.328,-0.38,75.97,0.91,0.85,0.95,0.94,H,79.97,5,0.64,0.75,133.20,0.04,0.93,1.09,55,10,1.05,85.848,86.324,84.653,1.67,1910361,1955911,-2.33,4999.64,-3,19.33,4.41,258.60,22045.13,0.81,VV COMPOSITE,VV COMPOSITE
