Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,69.27,-4.45,-6.04,69.27,1.00,1.00,1.49,1.21,B,63.45,0,0.00,0.00,999.99,0.00,0.32,0.46,58,18,0.93,71.68,74.70,69.00,5.70,88896544,77245309,+15.08,0.00,0,0.00,0.00,469.20,32501.48,1.60,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,693.69,-14.14,-2.00,693.69,1.00,1.00,1.32,1.13,B,645.79,0,0.00,0.00,999.99,0.00,2.81,0.41,58,13,0.89,701.66,711.28,692.93,18.35,63264476,43318605,+46.04,0.00,0,0.00,0.00,663.50,460263.32,1.38,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,82.124,-1.089,-1.31,74.62,0.91,0.85,0.94,0.93,H,77.51,5,0.69,0.84,119.02,0.05,0.94,1.14,55,10,1.06,82.902,83.622,82.124,1.50,2023839,1845725,+9.65,5016.52,-3,19.43,4.23,258.17,21201.95,0.83,VV COMPOSITE,VV COMPOSITE
