Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,709.18,-5.70,-0.80,709.18,1.00,1.00,1.10,1.04,H,674.40,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,703.325,712.95,702.74,10.21,34288384,34489493,-0.58,0.00,0,0.00,0.00,672.60,476994.45,1.29,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,69.27,-1.71,-2.41,69.27,1.00,1.00,1.07,1.03,H,67.44,0,0.00,0.00,999.99,0.00,0.38,0.55,58,16,0.92,67.529,70.39,67.34,3.05,49584232,55222228,-10.21,0.00,0,0.00,0.00,499.80,34621.14,1.35,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.627,-0.549,-0.65,79.51,0.92,0.85,0.92,0.93,H,80.38,6,0.76,0.91,110.04,0.06,0.91,1.09,56,9,1.05,83.663,83.904,83.449,0.46,1449724,1526859,-5.05,5129.67,-16,20.05,4.17,255.79,21390.95,0.79,VV COMPOSITE,VV COMPOSITE
