Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,77.84,+0.89,+1.16,77.84,1.00,1.00,1.92,1.42,B,61.56,0,0.00,0.00,999.99,0.00,0.32,0.41,58,18,0.93,78.04,79.33,77.332,2.00,57248072,87036844,-34.23,0.00,0,0.00,0.00,465.20,36211.17,1.63,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,717.54,+3.03,+0.42,717.54,1.00,1.00,1.51,1.22,B,639.80,0,0.00,0.00,999.99,0.00,2.81,0.39,58,13,0.89,718.07,722.12,715.95,6.17,32244672,48822368,-33.96,0.00,0,0.00,0.00,666.35,478132.75,1.40,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,83.163,+0.455,+0.55,74.54,0.90,0.85,1.01,0.96,H,77.17,5,0.71,0.85,117.13,0.05,0.93,1.12,55,10,1.06,83.001,83.352,82.952,0.40,1677179,1827550,-8.23,5021.45,-3,19.47,4.27,257.86,21444.41,0.85,VV COMPOSITE,VV COMPOSITE
