Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
ProShares UltraPro QQQ,TQQQ,xO,74.95,+1.65,+2.25,74.95,1.00,1.00,1.56,1.25,B,69.18,0,0.00,0.00,999.99,0.00,0.38,0.51,58,15,0.91,77.96,78.24,71.60,6.64,104912376,73947459,+41.87,0.00,0,0.00,0.00,472.80,35436.36,1.60,ETFs (US\LargeCap),ETFs
Invesco QQQ Trust Series 1,QQQ,xO,716.38,+5.76,+0.81,716.38,1.00,1.00,1.32,1.13,B,667.59,0,0.00,0.00,999.99,0.00,3.03,0.42,58,13,0.89,725.90,726.83,705.30,21.53,48613708,43253344,+12.39,0.00,0,0.00,0.00,673.25,482302.84,1.36,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,85.012,+0.721,+0.86,75.53,0.91,0.85,0.93,0.93,H,79.43,5,0.70,0.82,121.45,0.05,0.93,1.09,55,10,1.06,85.065,85.458,84.67,0.79,1969199,1927327,+2.17,5011.26,-3,19.34,4.40,259.08,22024.91,0.81,VV COMPOSITE,VV COMPOSITE
