Company,Symbol,Exch,Price,$Change,%PRC,Value,RV,RS,RT,VST,REC,Stop,GRT,EPS,EY,P/E,GPE,DIV,DY,DS,DG,YSG,Open,High,Low,Range,Volume,AvgVol,%Vol,Sales(M),Sales GRT,SPS,P/S,Shares(M),Mkt Cap($M),CI,Industry,Sector
Invesco QQQ Trust Series 1,QQQ,xO,706.32,-7.12,-1.00,706.32,1.00,1.00,1.08,1.03,H,675.19,0,0.00,0.00,999.99,0.00,3.03,0.43,58,13,0.90,709.66,709.79,702.70,7.09,36442732,39485702,-7.71,0.00,0,0.00,0.00,682.80,482275.29,1.30,ETFs (US\LargeCap),ETFs
ProShares UltraPro QQQ,TQQQ,xO,69.01,-2.16,-3.03,69.01,1.00,1.00,0.98,0.99,H,68.60,0,0.00,0.00,999.99,0.00,0.38,0.55,58,16,0.92,70.00,70.05,67.93,2.12,45079760,62801956,-28.22,0.00,0,0.00,0.00,500.85,34563.66,1.39,ETFs (US\LargeCap),ETFs
VV Composite,VVC,TE,85.907,-0.409,-0.47,80.11,0.91,0.85,0.96,0.94,H,81.14,5,0.71,0.83,121.00,0.05,0.91,1.06,56,10,1.05,86.203,86.203,85.781,0.42,1381757,1748249,-20.96,5123.11,-2,20.02,4.29,255.95,21987.90,0.81,VV COMPOSITE,VV COMPOSITE
